Vuosi;Kuukausi;Päivä;Kellonaika;Ilmanlämpötila(degC)
2018;1;15;12:00;-8
2018;1;15;14:00;-9
2018;1;15;16:00;-9
2018;1;15;18:00;-10
2018;1;15;20:00;-10
2018;1;15;22:00;-10
2018;1;16;00:00;-10
2018;1;16;02:00;-10
2018;1;16;04:00;-10
2018;1;16;06:00;-11
2018;1;16;08:00;-11
2018;1;16;10:00;-10
2018;1;16;12:00;-9
2018;1;16;14:00;-11
2018;1;16;16:00;-11
2018;1;16;18:00;-12
2018;1;16;20:00;-12
2018;1;16;22:00;-12
2018;1;17;00:00;-12
2018;1;17;02:00;-11
2018;1;17;04:00;-10
2018;1;17;06:00;-10
2018;1;17;08:00;-10
2018;1;17;10:00;-9
2018;1;17;12:00;-9
2018;1;17;14:00;-8
2018;1;17;16:00;-8
2018;1;17;18:00;-8
2018;1;17;20:00;-7
2018;1;17;22:00;-7
2018;1;18;00:00;-7
2018;1;18;02:00;-6
2018;1;18;04:00;-6
2018;1;18;06:00;-7
2018;1;18;08:00;-7
2018;1;18;10:00;-7
2018;1;18;12:00;-7
2018;1;18;14:00;-8
2018;1;18;16:00;-8
2018;1;18;18:00;-8
2018;1;18;20:00;-8
2018;1;18;22:00;-8
2018;1;19;00:00;-8
2018;1;19;02:00;-7
2018;1;19;04:00;-6
2018;1;19;06:00;-4
2018;1;19;08:00;-4
2018;1;19;10:00;-3
2018;1;19;12:00;-3
2018;1;19;14:00;-3
2018;1;19;16:00;-3
2018;1;19;18:00;-3
2018;1;19;20:00;-3
2018;1;19;22:00;-3
2018;1;20;00:00;-3
2018;1;20;02:00;-4
2018;1;20;04:00;-5
2018;1;20;06:00;-5
2018;1;20;08:00;-6
2018;1;20;10:00;-5
2018;1;20;12:00;-5
2018;1;20;14:00;-5
2018;1;20;16:00;-6
2018;1;20;18:00;-9
2018;1;20;20:00;-12
2018;1;20;22:00;-10
2018;1;21;00:00;-12
2018;1;21;02:00;-11
2018;1;21;04:00;-11
2018;1;21;06:00;-10
2018;1;21;08:00;-10
2018;1;21;10:00;-10
2018;1;21;12:00;-10
2018;1;21;14:00;-10
2018;1;21;16:00;-10
2018;1;21;18:00;-11
2018;1;21;20:00;-11
2018;1;21;22:00;-12
2018;1;22;00:00;-13
2018;1;22;02:00;-14
2018;1;22;04:00;-17
2018;1;22;06:00;-16
2018;1;22;08:00;-17
2018;1;22;10:00;-16
2018;1;22;12:00;-16
2018;1;22;14:00;-16
2018;1;22;16:00;-17
2018;1;22;18:00;-18
2018;1;22;20:00;-19
2018;1;22;22:00;-19
2018;1;23;00:00;-19
2018;1;23;02:00;-20
2018;1;23;04:00;-21
2018;1;23;06:00;-21
2018;1;23;08:00;-19
2018;1;23;10:00;-18
2018;1;23;12:00;-16
2018;1;23;14:00;-17
2018;1;23;16:00;-17
2018;1;23;18:00;-15
2018;1;23;20:00;-10
2018;1;23;22:00;-8
2018;1;24;00:00;-6
2018;1;24;02:00;-4
2018;1;24;04:00;-4
2018;1;24;06:00;-5
2018;1;24;08:00;-7
2018;1;24;10:00;-7
2018;1;24;12:00;-7
2018;1;24;14:00;-6
2018;1;24;16:00;-4
2018;1;24;18:00;-5
2018;1;24;20:00;-3
2018;1;24;22:00;-2
2018;1;25;00:00;-1
2018;1;25;02:00;0
2018;1;25;04:00;0
2018;1;25;06:00;0
2018;1;25;08:00;1
2018;1;25;10:00;2
2018;1;25;12:00;3
2018;1;25;14:00;3
2018;1;25;16:00;3
2018;1;25;18:00;3
2018;1;25;20:00;3
2018;1;25;22:00;3
2018;1;26;00:00;3
2018;1;26;02:00;3
2018;1;26;04:00;3
2018;1;26;06:00;3
2018;1;26;08:00;3
2018;1;26;10:00;3
2018;1;26;12:00;2
2018;1;26;14:00;2
2018;1;26;16:00;2
2018;1;26;18:00;2
2018;1;26;20:00;2
2018;1;26;22:00;2
2018;1;27;00:00;2
2018;1;27;02:00;2
2018;1;27;04:00;1
2018;1;27;06:00;1
2018;1;27;08:00;1
2018;1;27;10:00;1
2018;1;27;12:00;1
2018;1;27;14:00;1
2018;1;27;16:00;1
2018;1;27;18:00;0
2018;1;27;20:00;0
2018;1;27;22:00;0
2018;1;28;00:00;0
2018;1;28;02:00;0
2018;1;28;04:00;0
2018;1;28;06:00;0
2018;1;28;08:00;-1
2018;1;28;10:00;-1
2018;1;28;12:00;-1
2018;1;28;14:00;-1
2018;1;28;16:00;-1
2018;1;28;18:00;-1
2018;1;28;20:00;-1
2018;1;28;22:00;-1
2018;1;29;00:00;-1
2018;1;29;02:00;-1
2018;1;29;04:00;-1
2018;1;29;06:00;-1
2018;1;29;08:00;-1
2018;1;29;10:00;-1
2018;1;29;12:00;-1
2018;1;29;14:00;-2
2018;1;29;16:00;-2
2018;1;29;18:00;-2
2018;1;29;20:00;-3
2018;1;29;22:00;-4
2018;1;30;00:00;-4
2018;1;30;02:00;-5
2018;1;30;04:00;-5
2018;1;30;06:00;-5
2018;1;30;08:00;-6
2018;1;30;10:00;-6
2018;1;30;12:00;-7
2018;1;30;14:00;-7
2018;1;30;16:00;-8
2018;1;30;18:00;-9
2018;1;30;20:00;-8
2018;1;30;22:00;-8
2018;1;31;00:00;-7
2018;1;31;02:00;-7
2018;1;31;04:00;-8
2018;1;31;06:00;-11
2018;1;31;08:00;-9
2018;1;31;10:00;-8
2018;1;31;12:00;-7
2018;1;31;14:00;-9
2018;1;31;16:00;-12
2018;1;31;18:00;-13
2018;1;31;20:00;-15
2018;1;31;22:00;-12
2018;2;1;00:00;-12
2018;2;1;02:00;-13
2018;2;1;04:00;-12
2018;2;1;06:00;-12
2018;2;1;08:00;-10
2018;2;1;10:00;-9
2018;2;1;12:00;-8
2018;2;1;14:00;-8
2018;2;1;16:00;-7
2018;2;1;18:00;-7
2018;2;1;20:00;-7
2018;2;1;22:00;-6
2018;2;2;00:00;-6
2018;2;2;02:00;-6
2018;2;2;04:00;-6
2018;2;2;06:00;-6
2018;2;2;08:00;-7
2018;2;2;10:00;-7
2018;2;2;12:00;-6
2018;2;2;14:00;-6
2018;2;2;16:00;-5
2018;2;2;18:00;-5
2018;2;2;20:00;-6
2018;2;2;22:00;-7
2018;2;3;00:00;-8
2018;2;3;02:00;-9
2018;2;3;04:00;-10
2018;2;3;06:00;-11
2018;2;3;08:00;-13
2018;2;3;10:00;-13
2018;2;3;12:00;-12
2018;2;3;14:00;-12
2018;2;3;16:00;-13
2018;2;3;18:00;-12
2018;2;3;20:00;-10
2018;2;3;22:00;-11
2018;2;4;00:00;-11
2018;2;4;02:00;-10
2018;2;4;04:00;-12
2018;2;4;06:00;-14
2018;2;4;08:00;-13
2018;2;4;10:00;-12
2018;2;4;12:00;-11
2018;2;4;14:00;-11
2018;2;4;16:00;-11
2018;2;4;18:00;-12
2018;2;4;20:00;-12
2018;2;4;22:00;-12
2018;2;5;00:00;-11
2018;2;5;02:00;-11
2018;2;5;04:00;-10
2018;2;5;06:00;-10
2018;2;5;08:00;-10
2018;2;5;10:00;-9
2018;2;5;12:00;-8
2018;2;5;14:00;-8
2018;2;5;16:00;-9
2018;2;5;18:00;-10
2018;2;5;20:00;-10
2018;2;5;22:00;-10
2018;2;6;00:00;-10
2018;2;6;02:00;-10
2018;2;6;04:00;-9
2018;2;6;06:00;-10
2018;2;6;08:00;-10
2018;2;6;10:00;-10
2018;2;6;12:00;-9
2018;2;6;14:00;-9
2018;2;6;16:00;-9
2018;2;6;18:00;-10
2018;2;6;20:00;-11
2018;2;6;22:00;-11
2018;2;7;00:00;-11
2018;2;7;02:00;-11
2018;2;7;04:00;-11
2018;2;7;06:00;-11
2018;2;7;08:00;-12
2018;2;7;10:00;-11
2018;2;7;12:00;-10
2018;2;7;14:00;-10
2018;2;7;16:00;-10
2018;2;7;18:00;-10
2018;2;7;20:00;-9
2018;2;7;22:00;-10
2018;2;8;00:00;-9
2018;2;8;02:00;-7
2018;2;8;04:00;-7
2018;2;8;06:00;-6
2018;2;8;08:00;-5
2018;2;8;10:00;-2
2018;2;8;12:00;-3
2018;2;8;14:00;-4
2018;2;8;16:00;-5
2018;2;8;18:00;-6
2018;2;8;20:00;-8
2018;2;8;22:00;-9
2018;2;9;00:00;-9
2018;2;9;02:00;-8
2018;2;9;04:00;-8
2018;2;9;06:00;-8
2018;2;9;08:00;-8
2018;2;9;10:00;-7
2018;2;9;12:00;-7
2018;2;9;14:00;-7
2018;2;9;16:00;-7
2018;2;9;18:00;-7
2018;2;9;20:00;-7
2018;2;9;22:00;-7
2018;2;10;00:00;-8
2018;2;10;02:00;-8
2018;2;10;04:00;-9
2018;2;10;06:00;-8
2018;2;10;08:00;-8
2018;2;10;10:00;-7
2018;2;10;12:00;-6
2018;2;10;14:00;-6
2018;2;10;16:00;-6
2018;2;10;18:00;-6
2018;2;10;20:00;-6
2018;2;10;22:00;-6
2018;2;11;00:00;-6
2018;2;11;02:00;-6
2018;2;11;04:00;-6
2018;2;11;06:00;-7
2018;2;11;08:00;-6
2018;2;11;10:00;-6
2018;2;11;12:00;-5
2018;2;11;14:00;-5
2018;2;11;16:00;-5
2018;2;11;18:00;-5
2018;2;11;20:00;-5
2018;2;11;22:00;-4
2018;2;12;00:00;-5
2018;2;12;02:00;-4
2018;2;12;04:00;-4
2018;2;12;06:00;-4
2018;2;12;08:00;-4
2018;2;12;10:00;-4
2018;2;12;12:00;-4
2018;2;12;14:00;-3
2018;2;12;16:00;-3
2018;2;12;18:00;-3
2018;2;12;20:00;-3
2018;2;12;22:00;-3
2018;2;13;00:00;-3
2018;2;13;02:00;-3
2018;2;13;04:00;-3
2018;2;13;06:00;-2
2018;2;13;08:00;-1
2018;2;13;10:00;-1
2018;2;13;12:00;-1
2018;2;13;14:00;-1
2018;2;13;16:00;-1
2018;2;13;18:00;-1
2018;2;13;20:00;-1
2018;2;13;22:00;-2
2018;2;14;00:00;-2
2018;2;14;02:00;-2
2018;2;14;04:00;-2
2018;2;14;06:00;-2
2018;2;14;08:00;-2
2018;2;14;10:00;-2
2018;2;14;12:00;-1
2018;2;14;14:00;-1
2018;2;14;16:00;-2
2018;2;14;18:00;-3
2018;2;14;20:00;-4
2018;2;14;22:00;-3
2018;2;15;00:00;-4
2018;2;15;02:00;-4
2018;2;15;04:00;-5
2018;2;15;06:00;-7
2018;2;15;08:00;-7
2018;2;15;10:00;-6
2018;2;15;12:00;-5
2018;2;15;14:00;-6
2018;2;15;16:00;-9
2018;2;15;18:00;-10
2018;2;15;20:00;-10
2018;2;15;22:00;-10
2018;2;16;00:00;-10
2018;2;16;02:00;-9
2018;2;16;04:00;-9
2018;2;16;06:00;-10
2018;2;16;08:00;-9
2018;2;16;10:00;-7
2018;2;16;12:00;-7
2018;2;16;14:00;-6
2018;2;16;16:00;-7
2018;2;16;18:00;-7
2018;2;16;20:00;-7
2018;2;16;22:00;-7
2018;2;17;00:00;-7
2018;2;17;02:00;-8
2018;2;17;04:00;-8
2018;2;17;06:00;-9
2018;2;17;08:00;-8
2018;2;17;10:00;-7
2018;2;17;12:00;-6
2018;2;17;14:00;-7
2018;2;17;16:00;-8
2018;2;17;18:00;-10
2018;2;17;20:00;-11
2018;2;17;22:00;-12
2018;2;18;00:00;-13
2018;2;18;02:00;-14
2018;2;18;04:00;-14
2018;2;18;06:00;-14
2018;2;18;08:00;-13
2018;2;18;10:00;-11
2018;2;18;12:00;-10
2018;2;18;14:00;-10
2018;2;18;16:00;-9
2018;2;18;18:00;-9
2018;2;18;20:00;-9
2018;2;18;22:00;-9
2018;2;19;00:00;-10
2018;2;19;02:00;-10
2018;2;19;04:00;-10
2018;2;19;06:00;-10
2018;2;19;08:00;-12
2018;2;19;10:00;-11
2018;2;19;12:00;-10
2018;2;19;14:00;-10
2018;2;19;16:00;-11
2018;2;19;18:00;-11
2018;2;19;20:00;-12
2018;2;19;22:00;-13
2018;2;20;00:00;-14
2018;2;20;02:00;-15
2018;2;20;04:00;-15
2018;2;20;06:00;-16
2018;2;20;08:00;-15
2018;2;20;10:00;-13
2018;2;20;12:00;-10
2018;2;20;14:00;-9
2018;2;20;16:00;-11
2018;2;20;18:00;-12
2018;2;20;20:00;-16
2018;2;20;22:00;-16
2018;2;21;00:00;-17
2018;2;21;02:00;-18
2018;2;21;04:00;-18
2018;2;21;06:00;-19
2018;2;21;08:00;-18
2018;2;21;10:00;-14
2018;2;21;12:00;-13
2018;2;21;14:00;-12
2018;2;21;16:00;-16
2018;2;21;18:00;-15
2018;2;21;20:00;-17
2018;2;21;22:00;-16
2018;2;22;00:00;-17
2018;2;22;02:00;-18
2018;2;22;04:00;-18
2018;2;22;06:00;-17
2018;2;22;08:00;-15
2018;2;22;10:00;-12
2018;2;22;12:00;-8
2018;2;22;14:00;-8
2018;2;22;16:00;-11
2018;2;22;18:00;-12
2018;2;22;20:00;-12
2018;2;22;22:00;-12
2018;2;23;00:00;-12
2018;2;23;02:00;-14
2018;2;23;04:00;-14
2018;2;23;06:00;-16
2018;2;23;08:00;-14
2018;2;23;10:00;-13
2018;2;23;12:00;-12
2018;2;23;14:00;-11
2018;2;23;16:00;-13
2018;2;23;18:00;-14
2018;2;23;20:00;-15
2018;2;23;22:00;-16
2018;2;24;00:00;-17
2018;2;24;02:00;-18
2018;2;24;04:00;-19
2018;2;24;06:00;-20
2018;2;24;08:00;-18
2018;2;24;10:00;-16
2018;2;24;12:00;-15
2018;2;24;14:00;-14
2018;2;24;16:00;-15
2018;2;24;18:00;-16
2018;2;24;20:00;-16
2018;2;24;22:00;-17
2018;2;25;00:00;-15
2018;2;25;02:00;-14
2018;2;25;04:00;-13
2018;2;25;06:00;-13
2018;2;25;08:00;-11
2018;2;25;10:00;-9
2018;2;25;12:00;-7
2018;2;25;14:00;-7
2018;2;25;16:00;-7
2018;2;25;18:00;-9
2018;2;25;20:00;-8
2018;2;25;22:00;-10
2018;2;26;00:00;-13
2018;2;26;02:00;-11
2018;2;26;04:00;-11
2018;2;26;06:00;-10
2018;2;26;08:00;-14
2018;2;26;10:00;-14
2018;2;26;12:00;-14
2018;2;26;14:00;-14
2018;2;26;16:00;-15
2018;2;26;18:00;-16
2018;2;26;20:00;-18
2018;2;26;22:00;-19
2018;2;27;00:00;-20
2018;2;27;02:00;-21
2018;2;27;04:00;-23
2018;2;27;06:00;-23
2018;2;27;08:00;-22
2018;2;27;10:00;-20
2018;2;27;12:00;-18
2018;2;27;14:00;-17
2018;2;27;16:00;-18
2018;2;27;18:00;-19
2018;2;27;20:00;-20
2018;2;27;22:00;-21
2018;2;28;00:00;-22
2018;2;28;02:00;-23
2018;2;28;04:00;-23
2018;2;28;06:00;-23
2018;2;28;08:00;-21
2018;2;28;10:00;-18
2018;2;28;12:00;-16
2018;2;28;14:00;-15
2018;2;28;16:00;-16
2018;2;28;18:00;-17
2018;2;28;20:00;-20
2018;2;28;22:00;-21
2018;3;1;00:00;-21
2018;3;1;02:00;-21
2018;3;1;04:00;-22
2018;3;1;06:00;-22
2018;3;1;08:00;-17
2018;3;1;10:00;-13
2018;3;1;12:00;-10
2018;3;1;14:00;-9
2018;3;1;16:00;-14
2018;3;1;18:00;-16
2018;3;1;20:00;-19
2018;3;1;22:00;-19
2018;3;2;00:00;-21
2018;3;2;02:00;-21
2018;3;2;04:00;-23
2018;3;2;06:00;-23
2018;3;2;08:00;-18
2018;3;2;10:00;-10
2018;3;2;12:00;-8
2018;3;2;14:00;-8
2018;3;2;16:00;-12
2018;3;2;18:00;-11
2018;3;2;20:00;-13
2018;3;2;22:00;-16
2018;3;3;00:00;-17
2018;3;3;02:00;-18
2018;3;3;04:00;-20
2018;3;3;06:00;-18
2018;3;3;08:00;-14
2018;3;3;10:00;-10
2018;3;3;12:00;-8
2018;3;3;14:00;-8
2018;3;3;16:00;-9
2018;3;3;18:00;-13
2018;3;3;20:00;-15
2018;3;3;22:00;-16
2018;3;4;00:00;-18
2018;3;4;02:00;-18
2018;3;4;04:00;-19
2018;3;4;06:00;-19
2018;3;4;08:00;-15
2018;3;4;10:00;-11
2018;3;4;12:00;-8
2018;3;4;14:00;-7
2018;3;4;16:00;-8
2018;3;4;18:00;-9
2018;3;4;20:00;-9
2018;3;4;22:00;-9
2018;3;5;00:00;-10
2018;3;5;02:00;-11
2018;3;5;04:00;-13
2018;3;5;06:00;-14
2018;3;5;08:00;-12
2018;3;5;10:00;-9
2018;3;5;12:00;-7
2018;3;5;14:00;-7
2018;3;5;16:00;-8
2018;3;5;18:00;-10
2018;3;5;20:00;-11
2018;3;5;22:00;-12
2018;3;6;00:00;-11
2018;3;6;02:00;-11
2018;3;6;04:00;-13
2018;3;6;06:00;-13
2018;3;6;08:00;-12
2018;3;6;10:00;-9
2018;3;6;12:00;-7
2018;3;6;14:00;-8
2018;3;6;16:00;-10
2018;3;6;18:00;-11
2018;3;6;20:00;-12
2018;3;6;22:00;-12
2018;3;7;00:00;-12
2018;3;7;02:00;-12
2018;3;7;04:00;-13
2018;3;7;06:00;-13
2018;3;7;08:00;-11
2018;3;7;10:00;-8
2018;3;7;12:00;-7
2018;3;7;14:00;-7
2018;3;7;16:00;-9
2018;3;7;18:00;-10
2018;3;7;20:00;-10
2018;3;7;22:00;-10
2018;3;8;00:00;-9
2018;3;8;02:00;-9
2018;3;8;04:00;-10
2018;3;8;06:00;-10
2018;3;8;08:00;-8
2018;3;8;10:00;-5
2018;3;8;12:00;-3
2018;3;8;14:00;-4
2018;3;8;16:00;-6
2018;3;8;18:00;-6
2018;3;8;20:00;-4
2018;3;8;22:00;-4
2018;3;9;00:00;-4
2018;3;9;02:00;-4
2018;3;9;04:00;-6
2018;3;9;06:00;-6
2018;3;9;08:00;-5
2018;3;9;10:00;-3
2018;3;9;12:00;-3
2018;3;9;14:00;-2
2018;3;9;16:00;-2
2018;3;9;18:00;-2
2018;3;9;20:00;-2
2018;3;9;22:00;-2
2018;3;10;00:00;-2
2018;3;10;02:00;-2
2018;3;10;04:00;-3
2018;3;10;06:00;-3
2018;3;10;08:00;-2
2018;3;10;10:00;-2
2018;3;10;12:00;-1
2018;3;10;14:00;-1
2018;3;10;16:00;-2
2018;3;10;18:00;-3
2018;3;10;20:00;-3
2018;3;10;22:00;-3
2018;3;11;00:00;-3
2018;3;11;02:00;-2
2018;3;11;04:00;-2
2018;3;11;06:00;-2
2018;3;11;08:00;-1
2018;3;11;10:00;-1
2018;3;11;12:00;0
2018;3;11;14:00;0
2018;3;11;16:00;0
2018;3;11;18:00;0
2018;3;11;20:00;0
2018;3;11;22:00;-1
2018;3;12;00:00;-1
2018;3;12;02:00;-2
2018;3;12;04:00;-3
2018;3;12;06:00;-2
2018;3;12;08:00;-2
2018;3;12;10:00;0
2018;3;12;12:00;1
2018;3;12;14:00;1
2018;3;12;16:00;0
2018;3;12;18:00;-1
2018;3;12;20:00;-1
2018;3;12;22:00;0
2018;3;13;00:00;0
2018;3;13;02:00;0
2018;3;13;04:00;0
2018;3;13;06:00;0
2018;3;13;08:00;1
2018;3;13;10:00;1
2018;3;13;12:00;1
2018;3;13;14:00;1
2018;3;13;16:00;2
2018;3;13;18:00;2
2018;3;13;20:00;2
2018;3;13;22:00;2
2018;3;14;00:00;1
2018;3;14;02:00;0
2018;3;14;04:00;0
2018;3;14;06:00;-2
2018;3;14;08:00;-2
2018;3;14;10:00;-3
2018;3;14;12:00;-4
2018;3;14;14:00;-5
2018;3;14;16:00;-6
2018;3;14;18:00;-7
2018;3;14;20:00;-8
2018;3;14;22:00;-8
2018;3;15;00:00;-9
2018;3;15;02:00;-10
2018;3;15;04:00;-11
2018;3;15;06:00;-11
2018;3;15;08:00;-9
2018;3;15;10:00;-7
2018;3;15;12:00;-8
2018;3;15;14:00;-8
2018;3;15;16:00;-8
2018;3;15;18:00;-9
2018;3;15;20:00;-10
2018;3;15;22:00;-10
2018;3;16;00:00;-12
2018;3;16;02:00;-13
2018;3;16;04:00;-13
2018;3;16;06:00;-13
2018;3;16;08:00;-11
2018;3;16;10:00;-8
2018;3;16;12:00;-7
2018;3;16;14:00;-6
2018;3;16;16:00;-7
2018;3;16;18:00;-7
2018;3;16;20:00;-9
2018;3;16;22:00;-10
2018;3;17;00:00;-11
2018;3;17;02:00;-12
2018;3;17;04:00;-13
2018;3;17;06:00;-13
2018;3;17;08:00;-10
2018;3;17;10:00;-7
2018;3;17;12:00;-5
2018;3;17;14:00;-4
2018;3;17;16:00;-4
2018;3;17;18:00;-5
2018;3;17;20:00;-6
2018;3;17;22:00;-7
2018;3;18;00:00;-8
2018;3;18;02:00;-9
2018;3;18;04:00;-9
2018;3;18;06:00;-8
2018;3;18;08:00;-5
2018;3;18;10:00;-1
2018;3;18;12:00;0
2018;3;18;14:00;1
2018;3;18;16:00;0
2018;3;18;18:00;0
2018;3;18;20:00;-1
2018;3;18;22:00;-1
2018;3;19;00:00;-1
2018;3;19;02:00;-1
2018;3;19;04:00;-2
2018;3;19;06:00;-1
2018;3;19;08:00;1
2018;3;19;10:00;2
2018;3;19;12:00;0
2018;3;19;14:00;2
2018;3;19;16:00;0
2018;3;19;18:00;-2
2018;3;19;20:00;-3
2018;3;19;22:00;-4
2018;3;20;00:00;-7
2018;3;20;02:00;-7
2018;3;20;04:00;-9
2018;3;20;06:00;-7
2018;3;20;08:00;-5
2018;3;20;10:00;-3
2018;3;20;12:00;-5
2018;3;20;14:00;-7
2018;3;20;16:00;-8
2018;3;20;18:00;-9
2018;3;20;20:00;-9
2018;3;20;22:00;-10
2018;3;21;00:00;-12
2018;3;21;02:00;-16
2018;3;21;04:00;-17
2018;3;21;06:00;-15
2018;3;21;08:00;-9
2018;3;21;10:00;-7
2018;3;21;12:00;-5
2018;3;21;14:00;-6
2018;3;21;16:00;-8
2018;3;21;18:00;-7
2018;3;21;20:00;-6
2018;3;21;22:00;-5
2018;3;22;00:00;-4
2018;3;22;02:00;-3
2018;3;22;04:00;-2
2018;3;22;06:00;-2
2018;3;22;08:00;-1
2018;3;22;10:00;0
2018;3;22;12:00;0
2018;3;22;14:00;0
2018;3;22;16:00;0
2018;3;22;18:00;0
2018;3;22;20:00;-1
2018;3;22;22:00;-2
2018;3;23;00:00;-3
2018;3;23;02:00;-5
2018;3;23;04:00;-5
2018;3;23;06:00;-6
2018;3;23;08:00;-6
2018;3;23;10:00;-5
2018;3;23;12:00;-4
2018;3;23;14:00;-3
2018;3;23;16:00;-4
2018;3;23;18:00;-9
2018;3;23;20:00;-12
2018;3;23;22:00;-14
2018;3;24;00:00;-12
2018;3;24;02:00;-12
2018;3;24;04:00;-10
2018;3;24;06:00;-8
2018;3;24;08:00;-4
2018;3;24;10:00;-2
2018;3;24;12:00;-1
2018;3;24;14:00;-1
2018;3;24;16:00;1
2018;3;24;18:00;1
2018;3;24;20:00;0
2018;3;24;22:00;1
2018;3;25;00:00;1
2018;3;25;02:00;1
2018;3;25;04:00;1
2018;3;25;06:00;1
2018;3;25;08:00;2
2018;3;25;10:00;3
2018;3;25;12:00;4
2018;3;25;14:00;4
2018;3;25;16:00;4
